98;19/11/2007;24/09/2020
98;25/09/2020;01/01/2100
99;04/03/2016;13/03/2016
99;14/03/2016;24/09/2020
99;25/09/2020;01/01/2100
100;01/01/2007;24/09/2020
100;25/09/2020;01/01/2100
101;01/01/2007;24/09/2020
101;25/09/2020;01/01/2100
102;23/09/2013;24/09/2020
102;25/09/2020;01/01/2100
103;01/01/2007;24/09/2020
103;25/09/2020;01/01/2100
104;30/09/2008;24/09/2020
104;25/09/2020;01/01/2100
105;01/01/2007;09/08/2019
106;01/01/2007;24/09/2020
106;25/09/2020;01/01/2100
107;27/09/2007;01/10/2018
108;01/01/2007;19/11/2008
109;19/06/2017;24/09/2020
109;25/09/2020;01/01/2100
110;01/01/2007;24/09/2020
110;25/09/2020;01/01/2100
111;01/01/2007;24/09/2020
111;25/09/2020;01/01/2100
112;01/01/2007;24/09/2020
112;25/09/2020;01/01/2100
113;09/05/2018;10/05/2018
114;01/01/2007;01/07/2013
115;01/01/2007;24/09/2020
115;25/09/2020;01/01/2100
116;01/01/2007;24/11/2008
117;01/01/2007;24/09/2020
117;25/09/2020;01/01/2100
118;01/01/2007;24/09/2020
118;25/09/2020;01/01/2100
119;01/01/2007;08/10/2007
120;01/11/2016;06/04/2020
121;28/08/2018;24/09/2020
121;25/09/2020;01/01/2100
122;01/01/2007;14/11/2008
123;10/04/2007;24/09/2020
123;25/09/2020;01/01/2100
124;15/02/2019;24/09/2020
124;25/09/2020;01/01/2100
125;01/01/2007;24/09/2020
125;25/09/2020;01/01/2100
126;01/01/2007;24/09/2020
126;25/09/2020;01/01/2100
127;01/01/2007;08/08/2017
128;01/01/2007;24/09/2020
128;25/09/2020;01/01/2100
129;10/01/2007;24/09/2020
129;25/09/2020;01/01/2100
130;01/01/2007;29/10/2007
131;01/01/2007;24/09/2020
131;25/09/2020;01/01/2100
132;01/01/2007;23/03/2015
133;01/01/2007;30/04/2010
134;01/01/2007;11/09/2013
135;01/01/2007;05/07/2017
136;05/07/2017;24/09/2020
136;25/09/2020;01/01/2100
137;01/01/2007;24/09/2020
137;25/09/2020;01/01/2100
138;01/01/2007;24/09/2020
138;25/09/2020;01/01/2100
139;01/01/2007;24/09/2020
139;25/09/2020;01/01/2100
140;01/01/2007;03/01/2018
141;01/01/2007;23/12/2008
142;01/01/2007;29/10/2007
143;01/01/2007;24/09/2020
143;25/09/2020;01/01/2100
144;01/01/2007;01/05/2014
145;01/01/2007;02/06/2008
146;01/01/2007;24/09/2020
146;25/09/2020;01/01/2100
147;01/01/2007;26/07/2017
148;01/01/2007;04/01/2007
149;01/01/2007;05/12/2014
149;07/06/2019;11/06/2019
150;05/12/2019;24/09/2020
150;25/09/2020;01/01/2100
151;16/02/2010;05/02/2020
152;01/01/2007;24/09/2020
152;25/09/2020;01/01/2100
153;01/01/2007;14/02/2013
154;01/01/2007;12/07/2007
155;01/01/2007;24/09/2020
155;25/09/2020;01/01/2100
156;01/01/2007;15/03/2010
157;04/04/2011;24/09/2020
157;25/09/2020;01/01/2100
158;01/01/2007;24/09/2020
158;25/09/2020;02/10/2020
159;01/01/2007;24/09/2020
159;25/09/2020;01/01/2100
160;06/11/2009;24/09/2020
160;25/09/2020;01/01/2100
161;19/12/2011;24/09/2020
161;25/09/2020;01/01/2100
162;01/01/2007;24/09/2020
162;25/09/2020;01/01/2100
163;01/01/2007;24/09/2020
163;25/09/2020;01/01/2100
164;07/08/2017;03/04/2019
165;01/01/2007;24/09/2020
165;25/09/2020;01/01/2100
166;01/01/2007;01/02/2016
167;18/06/2018;24/09/2020
167;25/09/2020;01/01/2100
168;08/05/2014;24/09/2020
168;25/09/2020;01/01/2100
169;01/01/2007;24/09/2020
169;25/09/2020;01/01/2100
170;01/01/2007;23/06/2008
171;01/01/2007;16/02/2010
172;01/03/2017;24/09/2020
172;25/09/2020;01/01/2100
173;01/01/2007;24/09/2020
173;25/09/2020;01/01/2100
174;23/09/2019;24/09/2020
174;25/09/2020;01/01/2100
175;27/08/2008;24/09/2020
175;25/09/2020;01/01/2100
176;02/03/2007;24/09/2020
176;25/09/2020;01/01/2100
177;01/01/2007;24/09/2020
177;25/09/2020;01/01/2100
178;01/01/2007;27/07/2009
179;01/01/2007;24/09/2020
179;25/09/2020;01/01/2100
180;01/01/2007;24/09/2020
180;25/09/2020;01/01/2100
181;01/01/2007;24/09/2020
181;25/09/2020;01/01/2100
182;30/11/2015;04/04/2018
183;01/01/2007;04/03/2016
184;01/01/2007;24/09/2020
184;25/09/2020;01/01/2100
185;01/01/2007;06/11/2018
186;20/12/2010;24/06/2016
187;23/06/2008;24/09/2020
187;25/09/2020;01/01/2100
188;18/09/2017;24/09/2020
188;25/09/2020;01/01/2100
189;29/01/2008;04/04/2016
190;01/01/2007;24/09/2020
190;25/09/2020;01/01/2100
191;01/01/2007;24/09/2020
191;25/09/2020;01/01/2100
192;01/01/2007;24/09/2020
192;25/09/2020;01/01/2100
193;01/01/2007;23/03/2007
194;01/09/2009;18/03/2015
195;28/06/2010;24/09/2020
195;25/09/2020;01/01/2100
196;01/01/2007;24/09/2020
196;25/09/2020;01/01/2100
197;24/12/2018;24/09/2020
197;25/09/2020;01/01/2100
198;01/01/2007;21/11/2019
199;30/03/2016;24/09/2020
199;25/09/2020;01/01/2100
200;01/01/2007;24/09/2020
200;25/09/2020;01/01/2100
201;01/01/2007;19/08/2009
202;01/01/2007;24/09/2020
202;25/09/2020;01/01/2100
203;17/11/2008;17/10/2011
204;30/04/2010;24/09/2020
204;25/09/2020;01/01/2100
205;08/09/2016;24/09/2020
205;25/09/2020;01/01/2100
206;01/01/2007;19/03/2018
207;01/01/2007;24/09/2020
207;25/09/2020;01/01/2100
208;28/04/2011;24/09/2020
208;25/09/2020;01/01/2100
209;01/01/2007;19/01/2016
210;29/12/2015;24/09/2020
210;25/09/2020;01/01/2100
211;01/01/2007;21/12/2009
212;23/06/2014;03/03/2020
213;01/01/2007;24/09/2020
213;25/09/2020;01/01/2100
214;01/01/2007;31/03/2008
215;01/01/2007;24/09/2020
215;25/09/2020;01/01/2100
216;01/01/2007;24/09/2020
216;25/09/2020;01/01/2100
217;01/01/2007;24/09/2020
217;25/09/2020;01/01/2100
218;01/02/2016;24/09/2020
218;25/09/2020;01/01/2100
219;01/01/2007;24/09/2020
219;25/09/2020;01/01/2100
220;01/01/2007;31/07/2008
221;21/12/2009;02/04/2014
222;01/01/2007;24/09/2020
222;25/09/2020;01/01/2100
223;01/01/2007;24/09/2020
223;25/09/2020;01/01/2100
224;01/01/2007;24/09/2020
224;25/09/2020;01/01/2100
225;01/01/2007;24/09/2020
225;25/09/2020;01/01/2100
226;01/01/2007;24/09/2020
226;25/09/2020;01/01/2100
227;01/01/2007;24/09/2020
227;25/09/2020;01/01/2100
228;01/01/2007;31/03/2008
229;01/01/2007;07/09/2007
230;01/01/2007;01/12/2015
231;01/01/2007;03/01/2012
232;01/01/2007;01/02/2007
233;01/01/2007;24/09/2020
233;25/09/2020;01/01/2100
234;22/02/2016;24/09/2020
234;25/09/2020;01/01/2100
235;01/01/2007;24/09/2020
235;25/09/2020;01/01/2100
236;01/01/2007;24/09/2020
236;25/09/2020;01/01/2100
237;01/01/2007;24/09/2020
237;25/09/2020;01/01/2100
238;01/01/2007;14/03/2012
239;01/01/2007;21/12/2009
240;23/09/2016;24/09/2020
240;25/09/2020;01/01/2100
241;02/07/2018;24/09/2020
241;25/09/2020;01/01/2100
242;01/01/2007;24/09/2020
242;25/09/2020;01/01/2100
243;03/06/2019;24/09/2020
243;25/09/2020;01/01/2100
244;01/01/2007;24/09/2020
244;25/09/2020;01/01/2100
245;03/10/2016;24/09/2020
245;25/09/2020;02/10/2020
246;01/01/2007;01/07/2008
247;01/01/2007;08/05/2013
248;08/02/2019;11/02/2019
249;14/03/2012;24/09/2020
249;25/09/2020;01/01/2100
250;01/01/2007;24/09/2020
250;25/09/2020;01/01/2100
251;01/01/2007;24/09/2020
251;25/09/2020;01/01/2100
252;01/01/2007;24/09/2020
252;25/09/2020;01/01/2100
253;04/04/2017;24/09/2020
253;25/09/2020;01/01/2100
254;01/01/2007;24/09/2020
254;25/09/2020;01/01/2100
255;01/01/2007;24/09/2020
255;25/09/2020;01/01/2100
256;31/07/2008;24/09/2020
256;25/09/2020;01/01/2100
257;01/01/2007;24/05/2013
258;01/01/2007;24/09/2020
258;25/09/2020;01/01/2100
259;01/01/2007;29/10/2013
260;11/09/2013;24/09/2020
260;25/09/2020;01/01/2100
261;02/04/2009;23/03/2015
262;14/11/2008;24/09/2020
262;25/09/2020;01/01/2100
263;01/01/2007;24/09/2020
263;25/09/2020;01/01/2100
264;26/02/2009;03/10/2016
265;03/12/2018;24/09/2020
265;25/09/2020;01/01/2100
266;18/05/2016;24/09/2020
266;25/09/2020;01/01/2100
267;01/01/2007;22/10/2008
268;01/01/2007;24/09/2020
268;25/09/2020;01/01/2100
269;02/07/2007;24/09/2020
269;25/09/2020;01/01/2100
270;01/03/2010;24/09/2020
270;25/09/2020;01/01/2100
271;07/08/2014;05/02/2020
272;13/03/2017;24/09/2020
272;25/09/2020;01/01/2100
273;01/01/2007;28/07/2015
274;01/01/2007;09/07/2007
275;03/12/2012;24/09/2020
275;25/09/2020;01/01/2100
276;19/12/2011;24/09/2020
276;25/09/2020;01/01/2100
277;01/01/2007;24/09/2020
277;25/09/2020;01/01/2100
278;01/01/2007;12/12/2012
279;01/01/2007;24/09/2020
279;25/09/2020;01/01/2100
280;01/01/2007;01/09/2017
281;02/04/2019;24/09/2020
281;25/09/2020;01/01/2100
282;01/01/2007;14/12/2007
283;01/01/2007;01/09/2017
284;26/07/2017;24/09/2020
284;25/09/2020;01/01/2100
285;01/01/2007;24/09/2020
285;25/09/2020;01/01/2100
286;02/12/2008;05/04/2017
287;01/09/2017;24/09/2020
287;25/09/2020;01/01/2100
288;01/01/2007;21/12/2009
289;01/01/2007;08/09/2016
290;01/01/2007;24/09/2020
290;25/09/2020;01/01/2100
291;19/12/2008;13/11/2018
292;01/01/2007;24/09/2020
292;25/09/2020;09/10/2020
293;01/01/2007;24/09/2020
293;25/09/2020;01/01/2100
294;01/01/2007;20/12/2010
295;01/01/2007;24/09/2020
295;25/09/2020;01/01/2100
296;01/01/2007;24/09/2020
296;25/09/2020;01/01/2100
297;01/01/2007;24/09/2020
297;25/09/2020;01/01/2100
298;01/04/2011;24/09/2020
298;25/09/2020;01/01/2100
299;01/01/2007;25/05/2012
300;01/01/2007;24/09/2020
300;25/09/2020;01/01/2100
301;01/01/2007;27/08/2008
302;01/01/2007;01/07/2009
303;01/01/2007;24/09/2020
303;25/09/2020;01/01/2100
304;01/01/2007;24/09/2020
304;25/09/2020;01/01/2100
305;02/12/2016;11/10/2018
306;01/01/2007;24/09/2020
306;25/09/2020;01/01/2100
307;23/03/2015;24/09/2020
307;25/09/2020;01/01/2100
308;01/01/2007;12/02/2007
309;01/01/2007;24/09/2020
309;25/09/2020;01/01/2100
310;02/04/2014;24/09/2020
310;25/09/2020;01/01/2100
311;05/06/2018;24/09/2020
311;25/09/2020;01/01/2100
312;17/03/2009;24/09/2020
312;25/09/2020;01/01/2100
313;01/01/2007;24/09/2020
313;25/09/2020;01/01/2100
314;02/10/2007;24/09/2020
314;25/09/2020;01/01/2100
315;10/10/2007;24/09/2020
315;25/09/2020;01/01/2100
316;01/01/2007;24/12/2018
317;19/01/2016;24/09/2020
317;25/09/2020;01/01/2100
318;01/01/2007;24/09/2020
318;25/09/2020;01/01/2100
319;02/01/2009;24/09/2020
319;25/09/2020;01/01/2100
320;19/08/2009;24/09/2020
320;25/09/2020;01/01/2100
321;23/12/2013;24/09/2020
321;25/09/2020;01/01/2100
322;01/01/2007;09/07/2015
323;15/09/2008;24/09/2020
323;25/09/2020;01/01/2100
324;01/01/2007;11/09/2008
325;01/01/2007;11/09/2008
326;01/02/2016;24/09/2020
326;25/09/2020;01/01/2100
327;01/01/2007;02/01/2013
328;01/01/2007;24/09/2020
328;25/09/2020;01/01/2100
329;20/12/2010;24/09/2020
329;25/09/2020;01/01/2100
330;01/01/2007;24/09/2020
330;25/09/2020;01/01/2100
331;01/01/2007;24/09/2020
331;25/09/2020;01/01/2100
332;01/01/2007;25/09/2007
333;01/01/2007;24/06/2013
334;02/01/2019;24/09/2020
334;25/09/2020;01/01/2100
335;16/10/2009;20/03/2017
336;01/01/2007;24/09/2020
336;25/09/2020;01/01/2100
337;01/01/2007;24/09/2020
337;25/09/2020;01/01/2100
338;20/06/2018;24/09/2020
338;25/09/2020;01/01/2100
339;01/01/2007;04/06/2019
340;02/10/2008;24/09/2020
340;25/09/2020;01/01/2100
341;04/04/2016;09/08/2019
342;01/01/2007;24/09/2020
342;25/09/2020;01/01/2100
343;01/01/2007;01/07/2014
344;11/10/2018;24/09/2020
344;25/09/2020;01/01/2100
345;05/07/2016;24/09/2020
345;25/09/2020;01/01/2100
346;24/06/2016;24/09/2020
346;25/09/2020;01/01/2100
347;04/04/2012;05/01/2016
348;19/03/2019;24/09/2020
348;25/09/2020;01/01/2100
349;19/03/2019;05/02/2020
350;01/01/2007;24/09/2020
350;25/09/2020;01/01/2100
351;01/01/2007;24/09/2020
351;25/09/2020;01/01/2100
352;01/01/2007;20/03/2017
353;02/07/2007;13/11/2008
353;10/12/2013;28/08/2018
354;31/05/2016;24/09/2020
354;25/09/2020;01/01/2100
355;14/12/2007;25/04/2016
356;01/01/2007;24/09/2020
356;25/09/2020;01/01/2100
357;01/10/2018;02/10/2018
358;05/04/2017;24/09/2020
358;25/09/2020;01/01/2100
359;01/01/2007;24/09/2020
359;25/09/2020;01/01/2100
360;01/01/2007;24/09/2020
360;25/09/2020;01/01/2100
361;01/01/2007;24/09/2020
361;25/09/2020;01/01/2100
362;07/06/2013;24/09/2020
362;25/09/2020;01/01/2100
363;01/01/2007;24/09/2020
363;25/09/2020;01/01/2100
364;01/01/2007;18/11/2015
365;01/01/2007;04/04/2011
366;01/01/2007;24/09/2020
366;25/09/2020;01/01/2100
367;25/04/2016;24/09/2020
367;25/09/2020;01/01/2100
368;01/01/2007;24/09/2020
368;25/09/2020;01/01/2100
369;01/01/2007;24/09/2020
369;25/09/2020;01/01/2100
370;01/01/2007;30/07/2012
371;01/01/2007;27/02/2019
372;31/12/2007;22/09/2014
373;01/01/2007;24/09/2020
373;25/09/2020;01/01/2100
374;27/01/2015;24/09/2020
374;25/09/2020;01/01/2100
375;01/01/2007;24/09/2020
375;25/09/2020;01/01/2100
376;01/01/2007;24/09/2020
376;25/09/2020;01/01/2100
377;23/03/2015;24/09/2020
377;25/09/2020;01/01/2100
378;01/01/2007;22/06/2020
379;01/01/2007;14/03/2017
380;01/01/2007;29/01/2008
381;01/01/2007;24/09/2020
381;25/09/2020;01/01/2100
382;01/01/2007;24/09/2020
382;25/09/2020;01/01/2100
383;01/01/2007;02/03/2007
384;31/03/2008;24/09/2020
384;25/09/2020;01/01/2100
385;01/01/2007;07/06/2013
386;01/03/2010;27/05/2020
387;13/11/2018;24/09/2020
387;25/09/2020;01/01/2100
388;01/01/2007;17/11/2008
389;01/01/2007;24/09/2020
389;25/09/2020;01/01/2100
390;01/01/2007;24/09/2020
390;25/09/2020;01/01/2100
391;02/11/2015;24/09/2020
391;25/09/2020;01/01/2100
392;01/01/2007;29/06/2012
393;01/01/2007;25/10/2007
394;19/06/2017;24/09/2020
394;25/09/2020;01/01/2100
395;18/06/2018;24/09/2020
395;25/09/2020;01/01/2100
396;30/03/2016;24/09/2020
396;25/09/2020;01/01/2100
397;01/01/2007;24/09/2020
397;25/09/2020;01/01/2100
398;01/01/2007;24/09/2020
398;25/09/2020;01/01/2100
399;04/03/2009;24/09/2020
399;25/09/2020;01/01/2100
400;01/01/2007;03/09/2015
401;20/03/2007;24/09/2020
401;25/09/2020;01/01/2100
402;15/02/2007;03/11/2015
403;01/01/2007;24/09/2020
403;25/09/2020;01/01/2100
404;01/07/2015;24/09/2020
404;25/09/2020;01/01/2100
405;01/01/2007;24/09/2020
405;25/09/2020;01/01/2100
406;03/01/2018;24/09/2020
406;25/09/2020;01/01/2100
407;01/01/2007;21/08/2008
408;07/03/2018;24/09/2020
408;25/09/2020;01/01/2100
409;01/01/2007;01/03/2010
410;01/01/2007;01/11/2011
411;09/08/2019;24/09/2020
411;25/09/2020;01/01/2100
412;05/01/2017;24/09/2020
412;25/09/2020;01/01/2100
413;01/01/2007;24/09/2020
413;25/09/2020;01/01/2100
414;19/11/2015;24/09/2020
414;25/09/2020;01/01/2100
415;28/02/2017;24/09/2020
415;25/09/2020;01/01/2100
416;01/01/2007;24/09/2020
416;25/09/2020;01/01/2100
417;22/02/2007;01/07/2015
418;26/09/2007;24/09/2020
418;25/09/2020;01/01/2100
419;01/01/2007;24/09/2020
419;25/09/2020;01/01/2100
420;01/01/2007;24/09/2020
420;25/09/2020;01/01/2100
421;01/01/2007;23/06/2014
422;01/01/2007;24/09/2020
422;25/09/2020;01/01/2100
423;01/01/2007;24/09/2020
423;25/09/2020;01/01/2100
424;01/01/2007;24/09/2020
424;25/09/2020;01/01/2100
425;02/06/2008;24/09/2020
425;25/09/2020;01/01/2100
426;29/08/2017;24/09/2020
426;25/09/2020;01/01/2100
427;06/01/2009;24/09/2020
427;25/09/2020;01/01/2100
428;01/01/2007;24/09/2020
428;25/09/2020;01/01/2100
429;01/01/2007;05/11/2014
430;26/10/2007;24/09/2020
430;25/09/2020;01/01/2100
431;01/01/2007;23/11/2011
432;27/08/2007;26/09/2019
433;01/01/2007;24/09/2020
433;25/09/2020;01/01/2100
434;01/01/2007;06/09/2016
435;01/01/2007;04/03/2009
436;07/12/2011;08/10/2015
437;01/01/2007;24/09/2020
437;25/09/2020;01/01/2100
438;01/01/2007;24/09/2020
438;25/09/2020;01/01/2100
439;24/05/2013;24/09/2020
439;25/09/2020;01/01/2100
440;01/01/2007;02/12/2008
441;01/01/2007;21/12/2009
442;01/01/2007;24/09/2020
442;25/09/2020;01/01/2100
443;24/03/2014;07/03/2016
444;07/10/2008;02/07/2018
445;01/01/2007;24/09/2020
445;25/09/2020;01/01/2100
446;01/01/2007;27/08/2007
447;06/11/2018;24/09/2020
447;25/09/2020;01/01/2100
448;01/01/2007;24/09/2020
448;25/09/2020;01/01/2100
449;01/01/2007;24/09/2020
449;25/09/2020;01/01/2100
450;01/01/2007;31/05/2007
451;25/05/2012;24/09/2020
451;25/09/2020;01/01/2100
452;01/01/2007;20/12/2010
453;01/01/2007;24/09/2020
453;25/09/2020;02/10/2020
454;23/05/2019;24/05/2019
455;06/07/2015;24/09/2020
455;25/09/2020;01/01/2100
456;02/10/2012;06/07/2015
457;01/01/2007;24/09/2020
457;25/09/2020;01/01/2100
458;01/01/2007;24/09/2020
458;25/09/2020;01/01/2100
459;23/05/2016;24/09/2020
459;25/09/2020;01/01/2100
460;01/01/2007;20/12/2012
461;01/01/2007;01/07/2019
462;22/09/2008;24/09/2020
462;25/09/2020;01/01/2100
463;01/01/2007;24/09/2020
463;25/09/2020;01/01/2100
464;05/06/2012;24/09/2020
464;25/09/2020;01/01/2100
465;10/11/2016;11/11/2016
465;03/12/2018;24/09/2020
465;25/09/2020;01/01/2100
466;03/10/2019;24/09/2020
466;25/09/2020;01/01/2100
467;01/01/2007;24/09/2020
467;25/09/2020;01/01/2100
468;01/01/2007;24/09/2020
468;25/09/2020;01/01/2100
469;01/01/2007;02/12/2016
470;01/01/2007;17/09/2008
471;21/12/2009;23/09/2013
471;09/08/2019;24/09/2020
471;25/09/2020;01/01/2100
472;01/01/2007;24/09/2020
472;25/09/2020;01/01/2100
473;05/11/2014;13/10/2017
474;01/01/2007;01/10/2012
475;24/11/2008;24/01/2014
476;01/01/2007;24/09/2020
476;25/09/2020;01/01/2100
477;01/01/2007;24/09/2020
477;25/09/2020;01/01/2100
478;01/01/2007;13/03/2017
479;01/01/2007;24/09/2020
479;25/09/2020;01/01/2100
480;01/01/2007;24/09/2020
480;25/09/2020;01/01/2100
481;11/06/2008;12/06/2015
482;01/01/2007;24/09/2020
482;25/09/2020;01/01/2100
483;01/01/2007;24/09/2020
483;25/09/2020;01/01/2100
484;01/01/2007;21/12/2009
485;01/01/2007;31/10/2008
486;26/07/2017;24/09/2020
486;25/09/2020;01/01/2100
487;04/04/2018;24/09/2020
487;25/09/2020;01/01/2100
488;09/05/2013;05/02/2020
489;01/01/2007;06/04/2020
490;16/11/2007;01/09/2009
491;01/01/2007;09/11/2007
492;01/01/2007;24/09/2020
492;25/09/2020;01/01/2100
493;01/07/2011;24/09/2020
493;25/09/2020;01/01/2100
494;01/07/2019;24/09/2020
494;25/09/2020;01/01/2100
495;01/01/2007;24/09/2020
495;25/09/2020;01/01/2100
496;01/01/2007;06/07/2011
497;01/01/2007;24/09/2020
497;25/09/2020;01/01/2100
498;02/07/2014;24/09/2020
498;25/09/2020;01/01/2100
499;01/01/2007;24/09/2020
499;25/09/2020;01/01/2100
500;23/06/2008;02/06/2011
501;18/07/2008;24/09/2020
501;25/09/2020;01/01/2100
502;01/01/2007;07/06/2019
503;01/01/2007;27/09/2007
503;03/12/2018;24/09/2020
503;25/09/2020;01/01/2100
504;23/12/2008;01/03/2011
505;01/01/2007;24/09/2020
505;25/09/2020;01/01/2100
506;01/01/2007;24/09/2020
506;25/09/2020;01/01/2100
507;01/01/2007;24/09/2020
507;25/09/2020;01/01/2100
508;24/12/2009;16/06/2017
509;01/01/2007;02/07/2015
510;01/01/2007;03/04/2012
511;01/01/2007;04/06/2007
512;01/01/2007;02/07/2007
513;01/01/2007;24/09/2020
513;25/09/2020;01/01/2100
514;01/01/2007;04/01/2011
515;01/01/2007;02/01/2009
516;01/01/2007;24/09/2020
516;25/09/2020;01/01/2100
517;06/09/2016;24/09/2020
517;25/09/2020;01/01/2100
518;01/01/2007;24/09/2020
518;25/09/2020;01/01/2100
519;07/09/2007;24/09/2020
519;25/09/2020;01/01/2100
520;01/01/2007;24/09/2020
520;25/09/2020;01/01/2100
521;02/12/2016;24/09/2020
521;25/09/2020;01/01/2100
522;01/01/2007;15/07/2010
523;23/12/2013;24/09/2020
523;25/09/2020;01/01/2100
524;01/01/2007;10/12/2013
525;01/01/2007;24/09/2020
525;25/09/2020;01/01/2100
526;02/04/2007;24/09/2020
526;25/09/2020;01/01/2100
527;01/01/2007;07/06/2018
528;29/06/2012;15/06/2015
529;01/01/2007;19/12/2011
530;15/06/2015;24/09/2020
530;25/09/2020;01/01/2100
531;01/01/2007;24/09/2020
531;25/09/2020;01/01/2100
532;01/01/2007;24/09/2020
532;25/09/2020;01/01/2100
533;26/09/2011;24/09/2020
533;25/09/2020;01/01/2100
534;01/01/2007;24/09/2020
